49.9656	3.0	0.0
49.9484	3.0	0.0
49.9312	3.0	0.0
49.914	3.0	0.0
49.8968	3.0	0.0
49.8796	3.0	0.0
49.8624	3.0	0.0
49.8452	3.0	0.0
49.828	3.0	0.0
49.8108	3.0	0.0
49.7936	3.0	0.0
49.7764	3.0	0.0
49.7592	3.0	0.0
49.742	3.0	0.0
49.7248	3.0	0.0
49.7076	3.0	0.0
49.6904	3.0	0.0
49.6732	3.0	0.0
49.656	3.0	0.0
49.6388	3.0	0.0
49.6216	3.0	0.0
49.6044	3.0	0.0
49.5872	3.0	0.0
49.57	3.0	0.0
49.5528	3.0	0.0
49.5356	3.0	0.0
49.5184	3.0	0.0
49.5012	3.0	0.0
49.4839999999	3.0	0.0
49.4667999999	3.0	0.0
49.4495999999	3.0	0.0
49.4323999999	3.0	0.0
49.4151999999	3.0	0.0
49.3979999999	3.0	0.0
49.3807999999	3.0	0.0
49.3635999999	3.0	0.0
49.3463999999	2.99999999999	0.0
49.3291999999	2.99999999999	0.0
49.3119999999	2.99999999999	0.0
49.2947999999	2.99999999999	0.0
49.2775999999	2.99999999999	0.0
49.2603999999	2.99999999999	0.0
49.2431999999	2.99999999999	0.0
49.2259999999	2.99999999999	0.0
49.2087999999	2.99999999999	0.0
49.1915999999	2.99999999999	0.0
49.1743999999	2.99999999999	0.0
49.1571999999	2.99999999999	0.0
49.1399999999	2.99999999999	0.0
49.1227999998	2.99999999999	0.0
49.1055999998	2.99999999999	0.0
49.0883999998	2.99999999999	0.0
49.0711999998	2.99999999999	0.0
49.0539999998	2.99999999999	0.0
49.0367999998	2.99999999999	0.0
49.0195999998	2.99999999999	0.0
49.0023999998	2.99999999999	0.0
48.9851999998	2.99999999999	0.0
48.9679999998	2.99999999999	0.0
48.9507999998	2.99999999999	0.0
48.9335999998	2.99999999999	0.0
48.9163999998	2.99999999999	0.0
48.8991999998	2.99999999999	0.0
48.8819999997	2.99999999998	0.0
48.8647999997	2.99999999998	0.0
48.8475999997	2.99999999998	0.0
48.8303999997	2.99999999998	0.0
48.8131999997	2.99999999998	0.0
48.7959999997	2.99999999998	0.0
48.7787999997	2.99999999998	0.0
48.7615999997	2.99999999998	0.0
48.7443999997	2.99999999998	0.0
48.7271999997	2.99999999998	0.0
48.7099999997	2.99999999998	0.0
48.6927999997	2.99999999998	0.0
48.6755999996	2.99999999998	0.0
48.6583999996	2.99999999998	0.0
48.6411999996	2.99999999998	0.0
48.6239999996	2.99999999998	0.0
48.6067999996	2.99999999998	0.0
48.5895999996	2.99999999998	0.0
48.5723999996	2.99999999998	0.0
48.5551999996	2.99999999997	0.0
48.5379999996	2.99999999997	0.0
48.5207999996	2.99999999997	0.0
48.5035999995	2.99999999997	0.0
48.4863999995	2.99999999997	0.0
48.4691999995	2.99999999997	0.0
48.4519999995	2.99999999997	0.0
48.4347999995	2.99999999997	0.0
48.4175999995	2.99999999997	0.0
48.4003999995	2.99999999997	0.0
48.3831999995	2.99999999997	0.0
48.3659999995	2.99999999997	0.0
48.3487999994	2.99999999997	0.0
48.3315999994	2.99999999997	0.0
48.3143999994	2.99999999997	0.0
48.2971999994	2.99999999996	0.0
48.2799999994	2.99999999996	0.0
48.2627999994	2.99999999996	0.0
48.2455999994	2.99999999996	0.0
48.2283999994	2.99999999996	0.0
48.2111999994	2.99999999996	0.0
48.1939999993	2.99999999996	0.0
48.1767999993	2.99999999996	0.0
48.1595999993	2.99999999996	0.0
48.1423999993	2.99999999996	0.0
48.1251999993	2.99999999996	0.0
48.1079999993	2.99999999996	0.0
48.0907999993	2.99999999996	0.0
48.0735999992	2.99999999995	0.0
48.0563999992	2.99999999995	0.0
48.0391999992	2.99999999995	0.0
48.0219999992	2.99999999995	0.0
48.0047999992	2.99999999995	0.0
47.9875999992	2.99999999995	0.0
47.9703999992	2.99999999995	0.0
47.9531999991	2.99999999995	0.0
47.9359999991	2.99999999995	0.0
47.9187999991	2.99999999995	0.0
47.9015999991	2.99999999995	0.0
47.8843999991	2.99999999994	0.0
47.8671999991	2.99999999994	0.0
47.8499999991	2.99999999994	0.0
47.832799999	2.99999999994	0.0
47.815599999	2.99999999994	0.0
47.798399999	2.99999999994	0.0
47.781199999	2.99999999994	0.0
47.763999999	2.99999999994	0.0
47.746799999	2.99999999994	0.0
47.729599999	2.99999999994	0.0
47.7123999989	2.99999999994	0.0
47.6951999989	2.99999999993	0.0
47.6779999989	2.99999999993	0.0
47.6607999989	2.99999999993	0.0
47.6435999989	2.99999999993	0.0
47.6263999989	2.99999999993	0.0
47.6091999988	2.99999999993	0.0
47.5919999988	2.99999999993	0.0
47.5747999988	2.99999999993	0.0
47.5575999988	2.99999999993	0.0
47.5403999988	2.99999999992	0.0
47.5231999987	2.99999999992	0.0
47.5059999987	2.99999999992	0.0
47.4887999987	2.99999999992	0.0
47.4715999987	2.99999999992	0.0
47.4543999987	2.99999999992	0.0
47.4371999987	2.99999999992	0.0
47.4199999986	2.99999999992	0.0
47.4027999986	2.99999999992	0.0
47.3855999986	2.99999999991	0.0
47.3683999986	2.99999999991	0.0
47.3511999986	2.99999999991	0.0
47.3339999985	2.99999999991	0.0
47.3167999985	2.99999999991	0.0
47.2995999985	2.99999999991	0.0
47.2823999985	2.99999999991	0.0
47.2651999985	2.99999999991	0.0
47.2479999984	2.99999999991	0.0
47.2307999984	2.9999999999	0.0
47.2135999984	2.9999999999	0.0
47.1963999984	2.9999999999	0.0
47.1791999984	2.9999999999	0.0
47.1619999983	2.9999999999	0.0
47.1447999983	2.9999999999	0.0
